Crse Lst,Crse Lst Descr,Eff Date,Crse Lst Effective Status,Crse Seq,Course ID,Subject,Catalog Nbr,title,WildCard,Wildcard Acad Group,Wildcard Subject,Wildcard Catalog,Valid Beg,Valid End,Term Code,Term Descr,Class Assoc,Topic ID,Req Designation,subject,course
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,34,17109,PHYSICS,260,Honors Physics II,N,,,,,,,,0,0,,PHYSIC,PHYSIC 260
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,35,8793,PHYSICS,288,Physics of Music,N,,,,,,,,0,0,,PHYSIC,PHYSIC 288
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,36,5901,PHYSICS,401,Mechanics,N,,,,,,,,0,0,,PHYSIC,PHYSIC 401
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,37,8803,PHYSICS,489,Phys of Music II,N,,,,,,,,0,0,,PHYSIC,PHYSIC 489
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,82,46691,POLSCI,300,Quant Emp Mthd PolSc,N,,,,2015-12-24,,,,0,0,,POLSC,POLSC 300
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,38,8825,POLSCI,391,Modeling Pol Proc,N,,,,,,,,0,0,,POLSC,POLSC 391
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,88,47703,PSYCH,463,Stats Modeling in R,N,,,,2017-08-19,,,,0,0,,PSYC,PSYC 463
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,68,42584,PUBPOL,250,Energy&Climate Chng,N,,,,2010-09-07,,,,0,0,,PUBPO,PUBPO 250
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,39,18395,RCIDIV,222,Quant Speaking,N,,,,,,,,0,0,,RCIDI,RCIDI 222
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,40,1927,SOC,210,SocSci Statistics,N,,,,,,,,0,0,,SO,SO 210
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,41,1929,SOC,310,Socio Res Methods,N,,,,,,,,0,0,,SO,SO 310
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,65,43069,SOC,312,Evaluating Evidence,N,,,,2009-09-08,,,,0,0,,SO,SO 312
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,42,12944,SOC,331,U S Pop Trends,N,,,,,,,,0,0,,SO,SO 331
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,43,6301,STATS,100,Intro Stat/Math Mode,N,,,,,2014-05-02,,,0,0,,STAT,STAT 100
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,44,19328,STATS,125,Games & Coincidences,N,,,,,,,,0,0,,STAT,STAT 125
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,64,42530,STATS,150,Making Sense of Data,N,,,,2008-09-02,,,,0,0,,STAT,STAT 150
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,45,15052,STATS,170,Scientific Invest,N,,,,,,,,0,0,,STAT,STAT 170
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,96,49568,STATS,206,Intro Data Science,N,,,,2020-08-22,,,,0,0,,STAT,STAT 206
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,46,1957,STATS,250,Intr Stat&Data Anlys,N,,,,,,,,0,0,,STAT,STAT 250
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,74,44142,STATS,280,Honors Intro Stats,N,,,,,,,,0,0,,STAT,STAT 280
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,54,38633,STATS,400,Appl Stat Methods,N,,,,2002-09-03,,,,0,0,,STAT,STAT 400
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,53,38633,STATS,400,Appl Stat Methods,N,,,,2002-09-03,,,,0,0,,STAT,STAT 400
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,63,6303,STATS,401,Appl Stat Meth II,N,,,,2005-01-05,,,,0,0,,STAT,STAT 401
1331,"1997 QR1  (No Test, Transfer or Other credit on most courses.  Must be 3 credits or more.  Transfer credit allowed for all STATS courses, PHYSICS 125, 126, 140 and 240 ONLY) Math 105 allowed for less than 3 credits",1997-09-03,A,66,6305,STATS,412,Intro Prob Stat,N,,,,2010-09-07,,,,0,0,,STAT,STAT 412
